source_id,target_id,source_index,target_index,source,target,label,split,negative_type,similarity
137,202,137,202,probabilistic context-free grammars,data structures and algorithms,0,train,label_file_random,0.2814137637615204
147,23,147,23,gibbs sampling,dqn,0,train,label_file_random,0.23484572768211365
35,174,35,174,event detection,entropy,0,train,label_file_random,0.2273438572883606
27,149,27,149,semantic parsing,compositional semantics,0,train,label_file_random,0.518314003944397
95,108,95,108,word2vec,bayesian network,0,train,label_file_random,0.2019142508506775
64,60,64,60,shallow parsing,one-shot learning,0,train,label_file_random,0.2826528251171112
41,113,41,113,automated essay scoring,markov chain monte carlo,0,train,label_file_random,0.13872218132019043
139,6,139,6,spectral clustering,rouge,0,train,label_file_random,0.22437438368797302
155,112,155,112,bag of words model,graphical models,0,train,label_file_random,0.274565190076828
18,97,18,97,domain adaptation,knowledge representation,0,train,label_file_random,0.32658281922340393
153,154,153,154,linear discriminant analysis,artificial neural network,0,train,label_file_random,0.3422282636165619
117,87,117,87,gradient descent,svm,0,train,label_file_random,0.43108564615249634
83,75,83,75,first-order logic,newton method,0,train,label_file_random,0.2112942636013031
60,100,60,100,one-shot learning,phonetics,0,train,label_file_random,0.17504987120628357
145,72,145,72,log-linear models,evaluation metrics,0,train,label_file_random,0.3791070580482483
75,166,75,166,newton method,structured prediction,0,train,label_file_random,0.21503278613090515
133,161,133,161,inference,n-gram,0,train,label_file_random,0.31766098737716675
56,45,56,45,variational bayes,bayes theorem,0,train,label_file_random,0.5160144567489624
130,65,130,65,speech synthesis,a* search,0,train,label_file_random,0.26214444637298584
6,118,6,118,rouge,search engine indexing,0,train,label_file_random,0.41576701402664185
151,131,151,131,chomsky hierarchy,caption generation,0,train,label_file_random,0.24563392996788025
103,97,103,97,matrix factorization,knowledge representation,0,train,label_file_random,0.348264217376709
69,195,69,195,dialog systems,highway networks,0,train,label_file_random,0.2889927625656128
167,119,167,119,feature learning,tokenization,0,train,label_file_random,0.4469989836215973
169,195,169,195,regularization,highway networks,0,train,label_file_random,0.44433921575546265
23,189,23,189,dqn,pointer networks,0,train,label_file_random,0.44556859135627747
160,166,160,166,object detection,structured prediction,0,train,label_file_random,0.37128710746765137
36,32,36,32,language modeling,tree adjoining grammar,0,train,label_file_random,0.4482254981994629
60,159,60,159,one-shot learning,imagenet,0,train,label_file_random,0.47390514612197876
160,2,160,2,object detection,neural machine translation,0,train,label_file_random,0.2670133113861084
106,45,106,45,ensemble learning,bayes theorem,0,train,label_file_random,0.35625845193862915
197,203,197,203,multi-modal learning,graph theory,0,train,label_file_random,0.24558085203170776
21,158,21,158,reinforcement learning,image retrieval,0,train,label_file_random,0.2817952632904053
197,158,197,158,multi-modal learning,image retrieval,0,train,label_file_random,0.5138130187988281
40,141,40,141,optical character recognition,prosody,0,train,label_file_random,0.28443461656570435
162,124,162,124,singular-value decomposition,matrix multiplication,0,train,label_file_random,0.536694347858429
78,129,78,129,radial basis function network,shift-reduce parsing,0,train,label_file_random,0.27045971155166626
192,128,192,128,game playing in ai,grammar checker,0,train,label_file_random,0.19253641366958618
45,200,45,200,bayes theorem,descriptive statistics and hypothesis testing,0,train,label_file_random,0.44946736097335815
126,182,126,182,facial recognition systems,character level language models,0,train,label_file_random,0.29074826836586
200,149,200,149,descriptive statistics and hypothesis testing,compositional semantics,0,train,label_file_random,0.3047763407230377
61,62,61,62,neural turing machine,bootstrapping,0,train,label_file_random,0.12099666893482208
118,3,118,3,search engine indexing,variational autoencoders,0,train,label_file_random,0.22770987451076508
81,97,81,97,expectation-maximization (em) algorithm,knowledge representation,0,train,label_file_random,0.23861616849899292
129,166,129,166,shift-reduce parsing,structured prediction,0,train,label_file_random,0.4699555039405823
170,79,170,79,data preprocessing,kernel function,0,train,label_file_random,0.33127355575561523
2,97,2,97,neural machine translation,knowledge representation,0,train,label_file_random,0.40343034267425537
188,165,188,165,greedy algorithms,monte carlo tree search,0,train,label_file_random,0.3697807192802429
14,159,14,159,coreference and coreference resolution,imagenet,0,train,label_file_random,0.22166381776332855
161,78,161,78,n-gram,radial basis function network,0,train,label_file_random,0.2803286910057068
38,138,38,138,word segmentation,paraphrasing,0,train,label_file_random,0.39386826753616333
63,182,63,182,distributional semantics,character level language models,0,train,label_file_random,0.42464005947113037
128,146,128,146,grammar checker,gated recurrent units,0,train,label_file_random,0.2637288272380829
74,85,74,85,convex optimization,noisy channel model,0,train,label_file_random,0.275983065366745
174,111,174,111,entropy,maximum likelihood estimation,0,train,label_file_random,0.5514307022094727
161,115,161,115,n-gram,earley parsing,0,train,label_file_random,0.4606105089187622
148,35,148,35,statistical machine translation,event detection,0,train,label_file_random,0.4094710648059845
17,158,17,158,context sensitive grammar,image retrieval,0,train,label_file_random,0.19150511920452118
174,183,174,183,entropy,hierarchical models,0,train,label_file_random,0.3679167926311493
31,157,31,157,dependency parsing,computer vision,0,train,label_file_random,0.3081318736076355
183,91,183,91,hierarchical models,random walks,0,train,label_file_random,0.38873374462127686
103,52,103,52,matrix factorization,automatic summarization,0,train,label_file_random,0.35009947419166565
24,105,24,105,backpropagation,genetic algorithms,0,train,label_file_random,0.46092522144317627
189,77,189,77,pointer networks,random forest,0,train,label_file_random,0.1856170892715454
59,22,59,22,weakly-supervised learning,q learning,0,train,label_file_random,0.20041556656360626
158,141,158,141,image retrieval,prosody,0,train,label_file_random,0.23419815301895142
110,204,110,204,bagging,relational databases,0,train,label_file_random,0.31818878650665283
146,148,146,148,gated recurrent units,statistical machine translation,0,train,label_file_random,0.3582214415073395
7,145,7,145,scientific article summarization,log-linear models,0,train,label_file_random,0.32003435492515564
171,87,171,87,robotic locomotion,svm,0,train,label_file_random,0.23991502821445465
68,170,68,170,chat bots,data preprocessing,0,train,label_file_random,0.23930585384368896
34,174,34,174,relation extraction,entropy,0,train,label_file_random,0.2330026924610138
118,94,118,94,search engine indexing,topic modeling,0,train,label_file_random,0.4505038857460022
51,46,51,46,question answering,hidden markov models,0,train,label_file_random,0.3366372287273407
96,172,96,172,cnn's,human-robot interaction,0,train,label_file_random,0.21847888827323914
2,158,2,158,neural machine translation,image retrieval,0,train,label_file_random,0.40124696493148804
75,43,75,43,newton method,latent semantic indexing,0,train,label_file_random,0.19395172595977783
115,184,115,184,earley parsing,smoothing and backoff,0,train,label_file_random,0.4327370226383209
131,143,131,143,caption generation,language acquisition,0,train,label_file_random,0.38957154750823975
139,200,139,200,spectral clustering,descriptive statistics and hypothesis testing,0,train,label_file_random,0.3475337028503418
2,40,2,40,neural machine translation,optical character recognition,0,train,label_file_random,0.4111759662628174
93,64,93,64,pagerank,shallow parsing,0,train,label_file_random,0.18755382299423218
15,178,15,178,machine reading comprehension,bidirectional recurrent neural networks,0,train,label_file_random,0.4571532607078552
130,7,130,7,speech synthesis,scientific article summarization,0,train,label_file_random,0.3274621367454529
160,119,160,119,object detection,tokenization,0,train,label_file_random,0.13494344055652618
17,49,17,49,context sensitive grammar,word sense disambiguation,0,train,label_file_random,0.3906276822090149
89,113,89,113,clustering,markov chain monte carlo,0,train,label_file_random,0.23743122816085815
31,165,31,165,dependency parsing,monte carlo tree search,0,train,label_file_random,0.19483165442943573
194,135,194,135,lambda calculus,wordnet,0,train,label_file_random,0.26297396421432495
169,196,169,196,regularization,stack lstm,0,train,label_file_random,0.25318843126296997
187,29,187,29,citation networks,sentiment analysis,0,train,label_file_random,0.32988035678863525
14,138,14,138,coreference and coreference resolution,paraphrasing,0,train,label_file_random,0.45327797532081604
15,43,15,43,machine reading comprehension,latent semantic indexing,0,train,label_file_random,0.41560837626457214
140,5,140,5,particle filter,bleu,0,train,label_file_random,0.16025342047214508
81,160,81,160,expectation-maximization (em) algorithm,object detection,0,train,label_file_random,0.1667991280555725
70,76,70,76,multi-task learning,dual problems,0,train,label_file_random,0.4275471568107605
191,190,191,190,seq2seq,document representation,0,train,label_file_random,0.4106430411338806
140,129,140,129,particle filter,shift-reduce parsing,0,train,label_file_random,0.1687951683998108
86,47,86,47,perceptrons algorithm,conditional random fields,0,train,label_file_random,0.24924810230731964
42,187,42,187,latent dirichlet allocation,citation networks,0,train,label_file_random,0.4101713001728058
188,113,188,113,greedy algorithms,markov chain monte carlo,0,train,label_file_random,0.21190588176250458
158,45,158,45,image retrieval,bayes theorem,0,train,label_file_random,0.29007232189178467
39,116,39,116,sentence boundary recognition,propositional logic,0,train,label_file_random,0.3286702036857605
66,45,66,45,transliteration,bayes theorem,0,train,label_file_random,0.10999318957328796
136,196,136,196,natural language interfaces,stack lstm,0,train,label_file_random,0.43264147639274597
187,61,187,61,citation networks,neural turing machine,0,train,label_file_random,0.27541711926460266
67,21,67,21,lexicography,reinforcement learning,0,train,label_file_random,0.1633683741092682
175,15,175,15,cross entropy,machine reading comprehension,0,train,label_file_random,0.29513174295425415
100,184,100,184,phonetics,smoothing and backoff,0,train,label_file_random,0.36273884773254395
108,47,108,47,bayesian network,conditional random fields,0,train,label_file_random,0.4477815628051758
14,139,14,139,coreference and coreference resolution,spectral clustering,0,train,label_file_random,0.22976678609848022
108,94,108,94,bayesian network,topic modeling,0,train,label_file_random,0.42073673009872437
109,26,109,26,text mining,logistic regression,0,train,label_file_random,0.3901831805706024
83,5,83,5,first-order logic,bleu,0,train,label_file_random,0.2208174765110016
176,13,176,13,activation functions,abstract meaning representation,0,train,label_file_random,0.24448686838150024
165,191,165,191,monte carlo tree search,seq2seq,0,train,label_file_random,0.18627333641052246
55,74,55,74,multi-document summarization,convex optimization,0,train,label_file_random,0.1632678508758545
76,63,76,63,dual problems,distributional semantics,0,train,label_file_random,0.18150600790977478
10,3,10,3,attention models,variational autoencoders,0,train,label_file_random,0.40469440817832947
64,98,64,98,shallow parsing,markov decision processes,0,train,label_file_random,0.22265753149986267
91,3,91,3,random walks,variational autoencoders,0,train,label_file_random,0.35846519470214844
95,35,95,35,word2vec,event detection,0,train,label_file_random,0.46772438287734985
103,9,103,9,matrix factorization,sentence simplification,0,train,label_file_random,0.2712250053882599
101,121,101,121,speech recognition,constraint satisfaction,0,train,label_file_random,0.25307705998420715
170,55,170,55,data preprocessing,multi-document summarization,0,train,label_file_random,0.2908766567707062
120,27,120,27,textual entailment,semantic parsing,0,train,label_file_random,0.5904160737991333
37,63,37,63,named entity recognition,distributional semantics,0,train,label_file_random,0.43417447805404663
63,129,63,129,distributional semantics,shift-reduce parsing,0,train,label_file_random,0.3743613064289093
153,143,153,143,linear discriminant analysis,language acquisition,0,train,label_file_random,0.2945243716239929
112,36,112,36,graphical models,language modeling,0,train,label_file_random,0.481332391500473
177,175,177,175,kullback-leibler divergence,cross entropy,0,train,label_file_random,0.700803279876709
89,150,89,150,clustering,edit distance,0,train,label_file_random,0.4071953296661377
36,132,36,132,language modeling,linear programming,0,train,label_file_random,0.3304021954536438
117,119,117,119,gradient descent,tokenization,0,train,label_file_random,0.30112266540527344
138,90,138,90,paraphrasing,k-nn,0,train,label_file_random,0.2625406086444855
121,62,121,62,constraint satisfaction,bootstrapping,0,train,label_file_random,0.1922249048948288
181,33,181,33,collaborative filtering,combinatory categorial grammar,0,train,label_file_random,0.1556442379951477
130,74,130,74,speech synthesis,convex optimization,0,train,label_file_random,0.24472129344940186
84,33,84,33,natural language generation,combinatory categorial grammar,0,train,label_file_random,0.5167957544326782
89,165,89,165,clustering,monte carlo tree search,0,train,label_file_random,0.17948046326637268
113,74,113,74,markov chain monte carlo,convex optimization,0,train,label_file_random,0.20423588156700134
12,76,12,76,semantic role labeling,dual problems,0,train,label_file_random,0.22739475965499878
69,121,69,121,dialog systems,constraint satisfaction,0,train,label_file_random,0.3074212670326233
35,50,35,50,event detection,part of speech tagging,0,train,label_file_random,0.5929995775222778
161,179,161,179,n-gram,query expansion,0,train,label_file_random,0.3832779824733734
158,100,158,100,image retrieval,phonetics,0,train,label_file_random,0.20475785434246063
35,5,35,5,event detection,bleu,0,train,label_file_random,0.3459210693836212
167,175,167,175,feature learning,cross entropy,0,train,label_file_random,0.47410792112350464
155,106,155,106,bag of words model,ensemble learning,0,train,label_file_random,0.2997521758079529
17,36,17,36,context sensitive grammar,language modeling,0,train,label_file_random,0.4782225787639618
102,196,102,196,crowdsourcing,stack lstm,0,train,label_file_random,0.2355191558599472
131,29,131,29,caption generation,sentiment analysis,0,train,label_file_random,0.35910511016845703
69,63,69,63,dialog systems,distributional semantics,0,train,label_file_random,0.2021387815475464
100,163,100,163,phonetics,t-sne,0,train,label_file_random,0.272026002407074
37,176,37,176,named entity recognition,activation functions,0,train,label_file_random,0.3389039635658264
49,189,49,189,word sense disambiguation,pointer networks,0,train,label_file_random,0.23249787092208862
24,77,24,77,backpropagation,random forest,0,train,label_file_random,0.3636370003223419
121,63,121,63,constraint satisfaction,distributional semantics,0,train,label_file_random,0.14885812997817993
151,158,151,158,chomsky hierarchy,image retrieval,0,train,label_file_random,0.12654665112495422
112,84,112,84,graphical models,natural language generation,0,train,label_file_random,0.2904019355773926
90,117,90,117,k-nn,gradient descent,0,train,label_file_random,0.3830496370792389
1,6,1,6,generative adversarial networks,rouge,0,train,label_file_random,0.23696710169315338
14,51,14,51,coreference and coreference resolution,question answering,0,train,label_file_random,0.40085625648498535
122,32,122,32,beam search,tree adjoining grammar,0,train,label_file_random,0.30539578199386597
177,201,177,201,kullback-leibler divergence,information theory: coding,0,train,label_file_random,0.5254546999931335
34,106,34,106,relation extraction,ensemble learning,0,train,label_file_random,0.19874432682991028
101,110,101,110,speech recognition,bagging,0,train,label_file_random,0.28433141112327576
136,94,136,94,natural language interfaces,topic modeling,0,train,label_file_random,0.3726431131362915
159,103,159,103,imagenet,matrix factorization,0,train,label_file_random,0.20616896450519562
49,181,49,181,word sense disambiguation,collaborative filtering,0,train,label_file_random,0.25164270401000977
144,74,144,74,spelling correction,convex optimization,0,train,label_file_random,0.226016104221344
77,91,77,91,random forest,random walks,0,train,label_file_random,0.43744927644729614
119,187,119,187,tokenization,citation networks,0,train,label_file_random,0.20948490500450134
77,99,77,99,random forest,autonomous cars,0,train,label_file_random,0.22847680747509003
78,166,78,166,radial basis function network,structured prediction,0,train,label_file_random,0.3413005471229553
79,188,79,188,kernel function,greedy algorithms,0,train,label_file_random,0.3924309313297272
102,15,102,15,crowdsourcing,machine reading comprehension,0,train,label_file_random,0.3621214032173157
36,74,36,74,language modeling,convex optimization,0,train,label_file_random,0.2832508087158203
79,83,79,83,kernel function,first-order logic,0,train,label_file_random,0.2810690701007843
29,140,29,140,sentiment analysis,particle filter,0,train,label_file_random,0.10719724744558334
4,133,4,133,ibm translation models,inference,0,train,label_file_random,0.2551330626010895
84,111,84,111,natural language generation,maximum likelihood estimation,0,train,label_file_random,0.28024473786354065
169,98,169,98,regularization,markov decision processes,0,train,label_file_random,0.2905024588108063
168,26,168,26,normalization,logistic regression,0,train,label_file_random,0.3404945433139801
40,170,40,170,optical character recognition,data preprocessing,0,train,label_file_random,0.31514742970466614
94,41,94,41,topic modeling,automated essay scoring,0,train,label_file_random,0.33929187059402466
45,186,45,186,bayes theorem,crawling the web,0,train,label_file_random,0.22958342730998993
148,144,148,144,statistical machine translation,spelling correction,0,train,label_file_random,0.5550748109817505
169,2,169,2,regularization,neural machine translation,0,train,label_file_random,0.4108881950378418
17,150,17,150,context sensitive grammar,edit distance,0,train,label_file_random,0.3531414270401001
132,109,132,109,linear programming,text mining,0,train,label_file_random,0.3378933072090149
199,151,199,151,probability,chomsky hierarchy,0,train,label_file_random,0.2464730441570282
53,111,53,111,supertagging,maximum likelihood estimation,0,train,label_file_random,0.2529938817024231
94,108,94,108,topic modeling,bayesian network,0,train,label_file_random,0.42073673009872437
92,20,92,20,harmonic functions,capsule networks,0,train,label_file_random,0.2771381735801697
144,9,144,9,spelling correction,sentence simplification,0,train,label_file_random,0.5447835922241211
68,82,68,82,chat bots,dimensionality reduction,0,train,label_file_random,0.1156989187002182
147,50,147,50,gibbs sampling,part of speech tagging,0,train,label_file_random,0.39230865240097046
31,151,31,151,dependency parsing,chomsky hierarchy,0,train,label_file_random,0.46374785900115967
79,150,79,150,kernel function,edit distance,0,train,label_file_random,0.2675553560256958
26,114,26,114,logistic regression,k means,0,train,label_file_random,0.3447350263595581
94,119,94,119,topic modeling,tokenization,0,train,label_file_random,0.4217516779899597
185,205,185,205,policy gradient methods,dual decomposition,0,train,label_file_random,0.3747316002845764
97,62,97,62,knowledge representation,bootstrapping,0,train,label_file_random,0.20281139016151428
177,4,177,4,kullback-leibler divergence,ibm translation models,0,train,label_file_random,0.25389495491981506
28,67,28,67,stemming,lexicography,0,train,label_file_random,0.5556074380874634
5,9,5,9,bleu,sentence simplification,0,train,label_file_random,0.6458419561386108
202,184,202,184,data structures and algorithms,smoothing and backoff,0,train,label_file_random,0.23890143632888794
138,198,138,198,paraphrasing,linear algebra,0,train,label_file_random,0.2317783683538437
166,11,166,11,structured prediction,knowledge graph,0,train,label_file_random,0.4047682583332062
153,72,153,72,linear discriminant analysis,evaluation metrics,0,train,label_file_random,0.323616623878479
31,14,31,14,dependency parsing,coreference and coreference resolution,0,train,label_file_random,0.4508039951324463
135,77,135,77,wordnet,random forest,0,train,label_file_random,0.23803505301475525
58,186,58,186,morphological disambiguation,crawling the web,0,train,label_file_random,0.24528081715106964
65,175,65,175,a* search,cross entropy,0,train,label_file_random,0.26788562536239624
188,75,188,75,greedy algorithms,newton method,0,train,label_file_random,0.4058801233768463
44,47,44,47,language identification,conditional random fields,0,train,label_file_random,0.45819273591041565
85,125,85,125,noisy channel model,differential calculus,0,train,label_file_random,0.21250292658805847
112,5,112,5,graphical models,bleu,0,train,label_file_random,0.20604732632637024
32,104,32,104,tree adjoining grammar,spectral methods,0,train,label_file_random,0.18602992594242096
130,49,130,49,speech synthesis,word sense disambiguation,0,train,label_file_random,0.24247699975967407
23,136,23,136,dqn,natural language interfaces,0,train,label_file_random,0.21771955490112305
134,85,134,85,long short-term memory networks,noisy channel model,0,train,label_file_random,0.30650511384010315
59,42,59,42,weakly-supervised learning,latent dirichlet allocation,0,train,label_file_random,0.2507917284965515
