concept_id,concept,aliases,slide_snippets,embedding_source,embedding_token,embedding_model
10,mathematical_induction,mathematical_induction,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
11,mathematical_proof,mathematical_proof,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
12,computer_vision,computer_vision,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
13,image_processing,image_processing,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
14,randomness,randomness,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
15,computer_science,computer_science,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c"", ""complexity . statistical_inference . data . martingale_(probability_theory) . markov_chain . arithmetic_logic_unit . digital_electronics . data_mining . artificial_intelligence . divide_and_conquer_algorithm . robotics . robot . computer_security . cache_coherence . shared_memory . parsing . finite-state_machine . malware . authentication . firewall_(computing) . information_assurance . relational_model . compiler . computer_architecture . atomicity_(database_systems) . bioinformatics . b-tree ."", ""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
16,number_theory,number_theory,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
17,database,database,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c"", ""complexity . statistical_inference . data . martingale_(probability_theory) . markov_chain . arithmetic_logic_unit . digital_electronics . data_mining . artificial_intelligence . divide_and_conquer_algorithm . robotics . robot . computer_security . cache_coherence . shared_memory . parsing . finite-state_machine . malware . authentication . firewall_(computing) . information_assurance . relational_model . compiler . computer_architecture . atomicity_(database_systems) . bioinformatics . b-tree ."", ""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
18,data_(computing),data_(computing),"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
19,machine_learning,machine_learning,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
20,graph_theory,graph_theory,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
21,type_system,type_system,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
22,programming_language,programming_language,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c"", ""complexity . statistical_inference . data . martingale_(probability_theory) . markov_chain . arithmetic_logic_unit . digital_electronics . data_mining . artificial_intelligence . divide_and_conquer_algorithm . robotics . robot . computer_security . cache_coherence . shared_memory . parsing . finite-state_machine . malware . authentication . firewall_(computing) . information_assurance . relational_model . compiler . computer_architecture . atomicity_(database_systems) . bioinformatics . b-tree ."", ""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
23,variable_(computer_science),variable_(computer_science),"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
24,computer_programming,computer_programming,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
25,logic,logic,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c"", ""complexity . statistical_inference . data . martingale_(probability_theory) . markov_chain . arithmetic_logic_unit . digital_electronics . data_mining . artificial_intelligence . divide_and_conquer_algorithm . robotics . robot . computer_security . cache_coherence . shared_memory . parsing . finite-state_machine . malware . authentication . firewall_(computing) . information_assurance . relational_model . compiler . computer_architecture . atomicity_(database_systems) . bioinformatics . b-tree ."", ""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
26,distributed_computing,distributed_computing,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
27,operating_system,operating_system,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
28,monte_carlo_method,monte_carlo_method,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
29,computation,computation,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c"", ""complexity . statistical_inference . data . martingale_(probability_theory) . markov_chain . arithmetic_logic_unit . digital_electronics . data_mining . artificial_intelligence . divide_and_conquer_algorithm . robotics . robot . computer_security . cache_coherence . shared_memory . parsing . finite-state_machine . malware . authentication . firewall_(computing) . information_assurance . relational_model . compiler . computer_architecture . atomicity_(database_systems) . bioinformatics . b-tree ."", ""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
30,first-order_logic,first-order_logic,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
31,recursion,recursion,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c"", ""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
32,lexical_analysis,lexical_analysis,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
33,formal_grammar,formal_grammar,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
34,shortest_path_problem,shortest_path_problem,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
35,np-complete,np-complete,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
36,probability_theory,probability_theory,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c"", ""complexity . statistical_inference . data . martingale_(probability_theory) . markov_chain . arithmetic_logic_unit . digital_electronics . data_mining . artificial_intelligence . divide_and_conquer_algorithm . robotics . robot . computer_security . cache_coherence . shared_memory . parsing . finite-state_machine . malware . authentication . firewall_(computing) . information_assurance . relational_model . compiler . computer_architecture . atomicity_(database_systems) . bioinformatics . b-tree .""]",bert,,sentence-transformers/all-mpnet-base-v2
37,algebra,algebra,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c"", ""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
38,graphical_user_interface,graphical_user_interface,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
39,computer,computer,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c"", ""complexity . statistical_inference . data . martingale_(probability_theory) . markov_chain . arithmetic_logic_unit . digital_electronics . data_mining . artificial_intelligence . divide_and_conquer_algorithm . robotics . robot . computer_security . cache_coherence . shared_memory . parsing . finite-state_machine . malware . authentication . firewall_(computing) . information_assurance . relational_model . compiler . computer_architecture . atomicity_(database_systems) . bioinformatics . b-tree ."", ""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
40,profiling_(computer_programming),profiling_(computer_programming),"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
41,complexity_class,complexity_class,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
42,computer_graphics,computer_graphics,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c"", ""complexity . statistical_inference . data . martingale_(probability_theory) . markov_chain . arithmetic_logic_unit . digital_electronics . data_mining . artificial_intelligence . divide_and_conquer_algorithm . robotics . robot . computer_security . cache_coherence . shared_memory . parsing . finite-state_machine . malware . authentication . firewall_(computing) . information_assurance . relational_model . compiler . computer_architecture . atomicity_(database_systems) . bioinformatics . b-tree ."", ""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
43,geometry,geometry,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
44,relational_database,relational_database,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c"", ""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
45,software_development,software_development,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
46,software_design,software_design,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
47,geometric_modeling,geometric_modeling,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
48,computational_geometry,computational_geometry,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c""]",bert,,sentence-transformers/all-mpnet-base-v2
